results_code,version,area_code,season,period,species_code,species_id,years,year_start,year_end,trnd,lower_ci,upper_ci,index_type,stderr,model_type,model_fit,percent_change,percent_change_low,percent_change_high,prob_decrease_0,prob_decrease_25,prob_decrease_30,prob_decrease_50,prob_increase_0,prob_increase_33,prob_increase_100,suitability,precision_num,precision_cat,coverage_num,coverage_cat,sample_size,sample_size_units,prob_LD,prob_MD,prob_LC,prob_MI,prob_LI
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BCCWS_PSSS,2025,Combined Outer Coast,winter,all years,BAEA,3020,1999-2024,1999,2024,0.0476262132202511,-0.774875812024997,0.945670542739627,Slope Trend,0.0136558874651896,ALPHA SPATIAL iCAR,,1.14958665614355,,,,,,,,,,,1.72054635476462,High,,,46,Number of Sites,,,,,
BCCWS_PSSS,2025,Greater Vancouver,winter,all years,BAEA,3020,1999-2024,1999,2024,0.0751553299336584,-0.686798704727338,0.902800428125514,Slope Trend,0.0131165023980208,ALPHA SPATIAL iCAR,,1.82009333823105,,,,,,,,,,,1.58959913285285,High,,,90,Number of Sites,,,,,
BCCWS_PSSS,2025,Juan de Fuca,winter,all years,BAEA,3020,1999-2024,1999,2024,0.0283795817110348,-0.79653022955707,0.810878130337679,Slope Trend,0.0128897735026821,ALPHA SPATIAL iCAR,,0.68343479017714,,,,,,,,,,,1.60740835989475,High,,,83,Number of Sites,,,,,
BCCWS_PSSS,2025,Strait of Georgia,winter,all years,BAEA,3020,1999-2024,1999,2024,0.0596911981134223,-0.681560141765802,0.868167283489669,Slope Trend,0.0124378712078482,ALPHA SPATIAL iCAR,,1.44289948537608,,,,,,,,,,,1.54972742525547,High,,,119,Number of Sites,,,,,
BCCWS_PSSS,2025,BC,winter,all years,BAEA,3020,1999-2024,1999,2024,-0.190183682384335,-0.757234502680052,0.369587513950375,Slope Trend,0.0089088049971124,ALPHA SPATIAL iCAR,,-4.25628763703232,,,,,,,,,,,1.12682201663043,High,,,NA,Number of Sites,,,,,
BCCWS_PSSS,2025,Combined Outer Coast,winter,all years,HARD,750,1999-2024,1999,2024,2.09481774703433,0.211255544666178,3.92396393241784,Slope Trend,0.031135454694033,ALPHA SPATIAL iCAR,,65.3271842413111,,,,,,,,,,,3.71270838775166,Medium,,,24,Number of Sites,,,,,
BCCWS_PSSS,2025,Greater Vancouver,winter,all years,HARD,750,1999-2024,1999,2024,-7.51188530381791,-9.04194730730253,-5.79747688058274,Slope Trend,0.0258453595807291,ALPHA SPATIAL iCAR,,-83.5171950533509,,,,,,,,,,,3.24447042671979,High,,,37,Number of Sites,,,,,
BCCWS_PSSS,2025,Juan de Fuca,winter,all years,HARD,750,1999-2024,1999,2024,-2.66642657893693,-4.22622711056684,-1.09256663589584,Slope Trend,0.0257928193049835,ALPHA SPATIAL iCAR,,-47.2677191935741,,,,,,,,,,,3.133660474671,High,,,48,Number of Sites,,,,,
BCCWS_PSSS,2025,Strait of Georgia,winter,all years,HARD,750,1999-2024,1999,2024,-2.36663262495903,-3.89602215697052,-0.678901931015425,Slope Trend,0.0254764345316564,ALPHA SPATIAL iCAR,,-43.3337749000524,,,,,,,,,,,3.2171202259551,High,,,96,Number of Sites,,,,,
BCCWS_PSSS,2025,BC,winter,all years,HARD,750,1999-2024,1999,2024,-0.627908116070201,-1.90198167375447,0.637702206018712,Slope Trend,0.0209244697068331,ALPHA SPATIAL iCAR,,-12.9728266586003,,,,,,,,,,,2.53968387977318,High,,,NA,Number of Sites,,,,,
BCCWS_PSSS,2025,Combined Outer Coast,winter,all years,BEKI,9750,1999-2024,1999,2024,0.831488138924025,-0.436741942576501,2.14550943106968,Slope Trend,0.0208749922357568,ALPHA SPATIAL iCAR,,22.0861983779262,,,,,,,,,,,2.58225137364618,High,,,38,Number of Sites,,,,,
BCCWS_PSSS,2025,Greater Vancouver,winter,all years,BEKI,9750,1999-2024,1999,2024,-0.474004482297525,-1.78491252636717,0.824755944690052,Slope Trend,0.0208693202876748,ALPHA SPATIAL iCAR,,-10.752883658672,,,,,,,,,,,2.60966847105722,High,,,79,Number of Sites,,,,,
BCCWS_PSSS,2025,Juan de Fuca,winter,all years,BEKI,9750,1999-2024,1999,2024,0.305938902085652,-0.900085179046433,1.51386455794878,Slope Trend,0.0192437318119527,ALPHA SPATIAL iCAR,,7.6188181696432,,,,,,,,,,,2.41394973699521,High,,,77,Number of Sites,,,,,
BCCWS_PSSS,2025,Strait of Georgia,winter,all years,BEKI,9750,1999-2024,1999,2024,0.14294300121058,-1.03103061249505,1.30709088966694,Slope Trend,0.0191616505605611,ALPHA SPATIAL iCAR,,3.49015695290285,,,,,,,,,,,2.33812150216199,High,,,109,Number of Sites,,,,,
BCCWS_PSSS,2025,BC,winter,all years,BEKI,9750,1999-2024,1999,2024,0.289123680380583,-0.215119825441897,0.829792353662971,Slope Trend,0.00845537941782083,ALPHA SPATIAL iCAR,,7.38544774393781,,,,,,,,,,,1.04491217910487,High,,,NA,Number of Sites,,,,,
BCCWS_PSSS,2025,Combined Outer Coast,winter,all years,BLTU,4640,1999-2024,1999,2024,2.80010264677226,-0.604432889035888,6.2432925042296,Slope Trend,0.0552933852324169,ALPHA SPATIAL iCAR,,95.8197946412278,,,,,,,,,,,6.84772539326548,Low,,,25,Number of Sites,,,,,
BCCWS_PSSS,2025,Greater Vancouver,winter,all years,BLTU,4640,1999-2024,1999,2024,-3.47074344219022,-6.62982956240382,-0.110266989994682,Slope Trend,0.0553054259537644,ALPHA SPATIAL iCAR,,-56.5247522082234,,,,,,,,,,,6.51956257240914,Medium,,,18,Number of Sites,,,,,
